"","HCI_CODE","HCI_NAME","LICENCE_TYPE","HCI_TEL","POSTAL_CD","ADDR_TYPE","BLK_HSE_NO","FLOOR_NO","UNIT_NO","STREET_NAME","BUILDING_NAME","CLINIC_PROGRAMME_CODE","X_COORDINATE","Y_COORDINATE","INC_CRC","FMEL_UPD_D","LONGITUDE","LATITUDE","ADDRESS"
"883","14M0339","SAINT-JULIEN CLINIC FOR DIABETES & ENDOCRINOLOGY","MC","62585891","574623","B","820","05","58","THOMSON ROAD","MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D","CDMP,CHAS","28476.6056996","35997.46734975","987F09299F29CA0C","20200902122251",103.8372638,1.3416368,"820 Thomson Road, #05-58, Singapore 574623"
"884","19M0005","SATA CommHealth Community Hub","MC","62446688","792447","A","447B","01","01","JALAN KAYU","FERNVALE LODGE","CHAS","32439.13122095","41597.40513182","90312885B4EA99E0","20200902122251",103.8732267,1.3925525,"447b Jalan Kayu, #01-01, Singapore 792447"
"885","9404472","SATA CommHealth Medical Centre","MC","62446688","600135","A","135","04","345","Jurong Gateway Road","","CDMP,CHAS,ISP","17578.65533128","35113.35159203","2AC9655DA55D264E","20200902122251",103.7397319,1.3338318,"135 Jurong Gateway Road, #04-345, Singapore 600135"
"886","9404473","SATA CommHealth Medical Centre","MC","62446688","468982","B","351","","","CHAI CHEE STREET","","CDMP,CHAS,ISP","37801.60810492","34440.75940099","60CF0ABEC0E072BF","20200902122251",103.921423,1.3278194,"351 Chai Chee Street, Singapore 468982"
"887","9404474","SATA CommHealth Medical Centre","MC","62446688","730900","B","900","04","01","SOUTH WOODLANDS DR","WOODLANDS CIVIC CENTRE","CDMP,CHAS,ISP","22837.75494365","46302.60161074","4189F963732B3F78","20200902122251",103.787195,1.435152,"900 South Woodlands Dr, #04-01, Singapore 730900"
"888","9405187","SATA CommHealth Medical Centre","MD","62446688","560715","A","715","01","4008 & 4010","ANG MO KIO AVENUE 6","","CDMP,CHAS","29403.27379304","39223.43108229","D748CAC44DDCD2E9","20200902122251",103.8459473,1.3710172,"715 Ang Mo Kio Avenue 6, #01-4008 & 4010, Singapore 560715"
"889","17M0015","SATA CommHealth Medical Centre","MC","62446688","529482","B","5","01","01A","TAMPINES CENTRAL 6","TELEPARK","CDMP,CHAS,ISP","40098.11188574","37282.44683559","14FCFF550D74779E","20200902122251",103.9418625,1.353279,"5 Tampines Central 6, #01-01a, Singapore 529482"
"890","17M0243","SATA CommHealth Medical Centre","MC","62446688","347919","","1","","","SIANG KUANG AVENUE","SENNETT ESTATE","CHAS","32080.0371893","34596.69248611","9A656764E0FA6542","20200902122251",103.8699987,1.3290387,"1 Siang Kuang Avenue, Singapore 347919"
"891","19M0040","SATA CommHealth Medical Centre","MC","62446688","649808","B","500","01","01","CORPORATION ROAD","NKF Integrated Renal Centre","CHAS","15001.42338686","36395.75696746","99BF6259F0869191","20200902122251",103.7169277,1.345692,"500 Corporation Road, #01-01, Singapore 649808"
"892","9401463","SEASONS CLINIC","MD","67877836","520844","A","844","01","139","TAMPINES ST 82","","CDMP,CHAS","39486.36860283","37134.75357341","55DD40819101BE46","20200902122251",103.9364691,1.3519563,"844 Tampines St 82, #01-139, Singapore 520844"
"893","15M0182","SENNETT MEDICAL CLINIC","MC","62800670","455871","B","55","B1","10","SIGLAP ROAD","SIGLAP CENTRE","CDMP,CHAS","38001.34680188","32766.80411925","867770BE076EBC31","20200902122251",103.9231451,1.3125941,"55 Siglap Road, #B1-10, Singapore 455871"
"894","15M0365","SH TAN KIDNEY AND MEDICAL CLINIC","MC","64765087","258499","","6","07","18","NAPIER ROAD","GLENEAGLES MEDICAL CENTRE","CDMP,CHAS","26531.61663544","32153.74884031","4A897915B42EFC37","20200902122251",103.8198608,1.3073782,"6 Napier Road, #07-18, Singapore 258499"
"895","9401473","SHALOM CLINIC & SURGERY","MD","62780270","150123","A","123","01","104","BT MERAH LANE 1","ALEXANDRA VILLAGE","CDMP,CHAS","24739.20660057","29919.01856371","0F39BC2E1126F8D5","20200902122251",103.8037402,1.2867152,"123 Bt Merah Lane 1, #01-104, Singapore 150123"
"896","9401475","SHALOM MEDICAL GROUP","MC","63371884","180231","A","231","03","57","BAIN STREET","BRAS BASAH COMPLEX","CDMP,CHAS","30259.31127406","31020.77035609","7685FB64BFA42A55","20200902122251",103.8535693,1.2969044,"231 Bain Street, #03-57, Singapore 180231"
"897","9401481","SHENTON CLINIC","MC","65654442","640498","A","498","01","464","JURONG WEST ST 41","","CDMP,CHAS","15868.25225158","36717.63984261","102989A9BB2232D9","20200902122251",103.7243889,1.3483437,"498 Jurong West St 41, #01-464, Singapore 640498"
"898","9403433","SHENTON FAMILY MEDICAL CLINIC","MD","65622155","600131","A","131","01","263","JURONG GATEWAY ROAD","","CDMP,CHAS","17634.37351348","35189.33291807","5126CE72E7C2E3E0","20200902122251",103.7401844,1.3345668,"131 Jurong Gateway Road, #01-263, Singapore 600131"
"899","9405578","SHENTON FAMILY MEDICAL CLINIC","MC","65545130","560728","A","728","01","4208","ANG MO KIO AVENUE 6","","CDMP,CHAS","29376.00085658","39403.79545476","B03A665053F5EA14","20200902122251",103.8456739,1.3727031,"728 Ang Mo Kio Avenue 6, #01-4208, Singapore 560728"
"900","9405606","SHENTON FAMILY MEDICAL CLINIC","MD","65095260","080001","A","1","01","02","CANTONMENT ROAD","PINNACLE@DUXTON","CDMP,CHAS","28883.93197519","28833.53544935","471C82CE3CECBF9B","20200902122251",103.8412706,1.2756629,"1 Cantonment Road, #01-02, Singapore 080001"
"901","9402712","SHENTON FAMILY MEDICAL CLINIC (BEDOK RESERVOIR)","MD","64435936","470744","A","744","01","3065","BEDOK RESERVOIR ROAD","","CDMP,CHAS","37831.83077746","35559.50194443","34A6758FB702AB47","20200902122251",103.9214796,1.337286,"744 Bedok Reservoir Road, #01-3065, Singapore 470744"
"902","9403923","SHENTON FAMILY MEDICAL CLINIC (TAMPINES)","MC","67845291","524201","A","201D","01","1137","Tampines Street 21","","CHAS","41384.46898859","37152.14358944","4D220D976F183E0C","20200902122251",103.9537831,1.3525869,"201d Tampines Street 21, #01-1137, Singapore 524201"
"903","9402238","SHENTON MEDICAL GROUP","MC","62202911","079903","B","10","36","01","ANSON RD","INTERNATIONAL PLAZA","CDMP,CHAS","29402.86042319","28706.59745817","5A6902A92F5EA90F","20200902122251",103.8458098,1.2756998,"10 Anson Rd, #36-01, Singapore 079903"
"904","9404262","SHENTON MEDICAL GROUP","MC","68516233","760160","A","160","01","200","Yishun Street 11","","CDMP,CHAS,ISP","28002.8889929","46014.63970172","C9C0500F6A13C03D","20200902122251",103.8332133,1.4325428,"160 Yishun Street 11, #01-200, Singapore 760160"
"905","9405371","SHENTON MEDICAL GROUP","MC","65079730","049317","B","11","19","01","COLLYER QUAY","THE ARCADE","CDMP,CHAS,ISP","30086.76100535","29561.65925073","7F4D5AE0058EF661","20200902122251",103.8522914,1.2835611,"11 Collyer Quay, #19-01, Singapore 049317"
"906","9405448","SHENTON MEDICAL GROUP","MC","62382582","098138","B","26","B2","01","Sentosa Gateway","","CDMP,CHAS","26744.63132408","26622.47173948","6052FAD71EC3E89D","20200902122251",103.8226099,1.2569917,"26 Sentosa Gateway, #B2-01, Singapore 098138"
"907","9405518","SHENTON MEDICAL GROUP","MC","68400123","349253","B","168","","","KALLANG WAY LEVEL 1","","CDMP,CHAS","32645.59258844","34169.99164388","D89606F5E6C15AC4","20200902122251",103.874986,1.3252672,"168 Kallang Way Level 1, Singapore 349253"
"908","9405789","SHENTON MEDICAL GROUP","MD","66345620","018984","B","8A","B2","76","MARINA BOULEVARD","MARINA BAY LINK MALL","CDMP,CHAS","30362.7463575","29131.00904199","4F39CA8C75EB2217","20200902122251",103.8538947,1.2806443,"8a Marina Boulevard, #B2-76, Singapore 018984"
"909","11C0220","SHENTON MEDICAL GROUP","MC","67915100","648886","","1","01","17E/F/G/H","JURONG WEST CENTRAL 2","JURONG POINT SHOPPING CENTRE","CDMP,CHAS,ISP","13907.03052829","35735.75646953","FF44F959A8681B62","20200902122251",103.7062886,1.3399257,"1 Jurong West Central 2, #01-17e/F/G/H, Singapore 648886"
"910","9401485","SHERATON MEDICAL CLINIC","MC","0","530681","A","681","01","843","HOUGANG AVE 8","","CHAS","33827.09177047","39442.55542398","A24AA09E1504D0DB","20200902122251",103.8856916,1.3729783,"681 Hougang Ave 8, #01-843, Singapore 530681"
"911","9402541","SHIFA CLINIC & SURGERY","MD","62957667","210668","A","668","01","18/20","CHANDER RD","","CDMP,CHAS","30020.99908892","32211.21533152","1AB3F8046E27007D","20200902122251",103.8513808,1.307587,"668 Chander Rd, #01-18/20, Singapore 210668"
"912","9401491","SIA FAMILY CLINIC AND SURGERY","MC","67428480","430010","A","10","01","367","HAIG RD","","CDMP,CHAS","34960.83500557","33013.87640371","C0561B930C34AD52","20200902122251",103.895776,1.3147975,"10 Haig Rd, #01-367, Singapore 430010"
"913","15C0038","SIGLAP CLINIC PTE LTD","MC","63488389","423858","A","308","01","08","TELOK KURAU ROAD","VIBES @ EAST COAST","CDMP,CHAS,ISP","36725.35784551","32421.60502927","2AA5D185B2BFA504","20200902122251",103.9117255,1.309514,"308 Telok Kurau Road, #01-08, Singapore 423858"
"914","13M0331","SILVER CROSS CLINIC (MARSILING)","MC","63633646","730305","A","305","01","75","WOODLANDS STREET 31","","CHAS","21410.12584057","45787.70464629","1F4E19896AF2D63E","20200902122251",103.7740864,1.4303678,"305 Woodlands Street 31, #01-75, Singapore 730305"
"915","9402505","SILVER CROSS MEDICAL","MD","67599181","760846","A","846","01","3661","YISHUN RING ROAD","","CDMP,CHAS","28147.23104446","44286.55224986","20E5FA081CD926EF","20200902122251",103.8345779,1.4167918,"846 Yishun Ring Road, #01-3661, Singapore 760846"
"916","9405273","SILVER CROSS MEDICAL","MC","64622818","278993","B","275A","","","HOLLAND AVENUE","","CDMP,CHAS","23764.20780146","32675.35043556","678492BD7D52D8AC","20200902122251",103.7952628,1.3117546,"275a Holland Avenue, Singapore 278993"
"917","9405293","SILVER CROSS MEDICAL","MD","68751191","599728","B","3","","","CHEONG CHIN NAM ROAD","","CDMP,CHAS","21540.61302525","36056.58329473","6EEB7D1F2901960C","20200902122251",103.7754424,1.3420569,"3 Cheong Chin Nam Road, Singapore 599728"
"918","9401496","SIMEI CLINIC & SURGERY","MC","67855021","520248","A","248","01","132","SIMEI ST 3","","CDMP,CHAS","41379.46950465","36193.61708108","F3A6DE5EC0D310E6","20200902122251",103.9532067,1.3438626,"248 Simei St 3, #01-132, Singapore 520248"
"919","9401497","SIMEI MEDICAL CENTRE","MC","67814823","520248","A","248","01","104","SIMEI ST 3","","CDMP,CHAS","41379.46950465","36193.61708108","F3A6DE5E54801170","20200902122251",103.9532067,1.3438626,"248 Simei St 3, #01-104, Singapore 520248"
"920","9403539","SIMON ROAD FAMILY CLINIC","MD","62878755","545895","A","9","","","SIMON ROAD","","CDMP,CHAS,ISP","33855.69183695","38203.66993063","EBA79A232D27B098","20200902122251",103.8859557,1.3617802,"9 Simon Road, Singapore 545895"
"921","14C0287","SIMS DRIVE MEDICAL CLINIC","MC","67411607","380053","A","53","01","174","SIMS PLACE","","CHAS","33203.82180373","33343.82055097","2FE17A60F48BCD0F","20200902122251",103.8799942,1.3181788,"53 Sims Place, #01-174, Singapore 380053"
"922","9401503","SINCERE MEDICAL & DENTAL CLINIC","MC","67525078","760292","A","292","01","285","YISHUN ST 22","","CDMP,CHAS,ISP","28405.94575751","46491.24448862","9A106DD2C958D6FA","20200902122251",103.8373069,1.4369365,"292 Yishun St 22, #01-285, Singapore 760292"
"923","15C0228","SINGAPORE AEROMEDICAL CENTRE","MC","64880618","539945","B","492","01","01","AIRPORT ROAD","AEROMEDICAL CENTRE","CDMP,CHAS,ISP","35452.17951358","36198.0691988","527F31A5FAA2FA85","20200902122251",103.900239,1.342749,"492 Airport Road, #01-01, Singapore 539945"
"924","11C0217","SINGAPORE TECHNOLOGIES ELECTRONICS LIMITED (IN-HOUSE MEDICAL CLINIC)","MD","66666666","569061","B","24","","","ANG MO KIO ST 65","","CDMP,CHAS","29775.44220133","41501.91451633","79A66E9E612B1DE6","20200902122251",103.8492973,1.3914424,"24 Ang Mo Kio St 65, Singapore 569061"
"925","18C0285","SINGAPORE TELECOM CLINIC","MD","68383881","239732","B","31","","","EXETER ROAD","B2 COMCENTRE","CDMP,CHAS,ISP","28612.72033809","31244.3505082","EC73B811E3A0F348","20200902122251",103.8385684,1.2992123,"31 Exeter Road, Singapore 239732"
"926","9401522","SINGAPURA CLINIC","MC","63361181","189620","B","27","01","27","BENCOOLEN ST","Bencoolen House","CDMP,CHAS,ISP","29839.10600167","31245.30243629","59B620236AD81259","20200902122251",103.8498744,1.2988205,"27 Bencoolen St, #01-27, Singapore 189620"
"927","13C0141","SM HANEEFA CLINIC","MC","62434237","460011","A","11","01","23","CHAI CHEE ROAD","","CDMP,CHAS","38190.29347952","34348.82348778","7FD5B3D15A6A602D","20200902122251",103.9247765,1.3269222,"11 Chai Chee Road, #01-23, Singapore 460011"
"928","9405550","SOONG CLINIC AND SURGERY","MC","64755930","140162","A","162","01","353","MEI LING ST","","CDMP,CHAS,ISP","24609.88367388","30516.49536544","15A4711AC0E7599D","20200902122251",103.8027214,1.2921875,"162 Mei Ling St, #01-353, Singapore 140162"
"929","9403078","SP CLINIC","MC","67660286","670117","A","117","01","224","PENDING RD","","CDMP,CHAS,ISP","20728.55450082","39920.59321831","E3EBED2996DEF60A","20200902122251",103.7679904,1.3773345,"117 Pending Rd, #01-224, Singapore 670117"
"930","11C0060","ST ANDREW'S MISSION HOSPITAL CLINIC (ELLIOT ROAD)","MC","65173800","458686","B","1","","","ELLIOT ROAD","","CDMP,CHAS","38731.91398625","32562.67514206","14D4DB8EE6AAB625","20200902122251",103.930032,1.310783,"1 Elliot Road, Singapore 458686"
"931","9402393","ST ANDREW'S MISSION HOSPITAL CLINIC (SIMEI)","MC","65861025","529895","B","8","","","SIMEI STREET 3","","CDMP,CHAS,ISP","40851.78056386","35982.69651316","28013235B46897DF","20200902122251",103.9490831,1.3416611,"8 Simei Street 3, Singapore 529895"
"932","9401450","ST Engineering In-house Clinic (Changi)","MC","65420403","499611","A","8","01","00","CHANGI NORTH WAY","ST AEROSPACE SERVICES COMPANY PTE LTD","CDMP,CHAS","43469.93013072","36973.88051121","FB844C93F12539A8","20200902122251",103.972323,1.3506069,"8 Changi North Way, #01-00, Singapore 499611"
"933","11C0103","ST Engineering In-house Clinic (Jalan Boon Lay)","MC","66607184","619523","B","249","","","JALAN BOON LAY","","CDMP,CHAS","14546.64759741","35738.83538937","31DBA3C7D1894A3B","20200902122251",103.7122647,1.3395949,"249 Jalan Boon Lay, Singapore 619523"
"934","9401514","ST Engineering In-house Clinic (Paya Lebar)","MC","63806245","539938","B","540","","","AIRPORT RD, PAYA LEBAR","","CDMP,CHAS","35064.35835045","36906.98475611","E65316C85AC93B5C","20200902122251",103.896786,1.350066,"540 Airport Rd, Paya Lebar, Singapore 539938"
"935","15M0057","ST Engineering In-house Clinic (Seletar)","MC","64806854","797654","B","600","","","WEST CAMP ROAD","","CHAS","31286.4690129","44299.33702243","95BDF7ECA8201B4B","20200902122251",103.8644357,1.4174346,"600 West Camp Road, Singapore 797654"
"936","9402657","STARCARE CLINIC AND SURGERY  PTE. LTD.","MC","65616878","650207","A","207","01","108","BUKIT BATOK ST 21","","CDMP,CHAS,ISP","18658.80226064","36487.01400006","35CD364D4D67C715","20200902122251",103.7493629,1.3462541,"207 Bukit Batok St 21, #01-108, Singapore 650207"
"937","17M0001","STAT MEDICAL CLINIC","MC","31572030","797601","B","2","01","41","SELETAR NORTH LINK","PPT LODGE 1B","CDMP,CHAS","34977.63440243","44300.0762574","7CFEE15C7BC54679","20200902122251",103.8960792,1.4167526,"2 Seletar North Link, #01-41, Singapore 797601"
"938","17C0233","STAT MEDICAL CLINIC @ HOUGANG","MC","62827254","530311","A","311","01","183","HOUGANG AVENUE 5","","CDMP,CHAS","34848.12417745","38634.15811486","BCF9858D81478126","20200902122251",103.8947792,1.3656741,"311 Hougang Avenue 5, #01-183, Singapore 530311"
"939","9401553","STERLING CLINIC & SURGERY","MD","62849971","531003","A","3","01","64","LOR LEW LIAN","","CDMP,CHAS","32764.76024338","36954.26180301","418053032237E87B","20200902122251",103.8761135,1.3504783,"3 Lor Lew Lian, #01-64, Singapore 531003"
"940","9402544","STERLING FAMILY CLINIC","MD","68761654","460084","A","84","01","41","BEDOK NORTH ST 4","","CDMP,CHAS,ISP","39784.44470994","34887.50663804","932213767B14BBEF","20200902122251",103.9396416,1.3318119,"84 Bedok North St 4, #01-41, Singapore 460084"
"941","9401998","STEWARD CLINIC","MC","65460978","508923","A","4A","01","01","LOYANG LANE","","CDMP,CHAS","43262.59135492","39278.88233114","26B531D13DA55ECF","20200902122251",103.9704069,1.3712404,"4a Loyang Lane, #01-01, Singapore 508923"
"942","18C0182","STREET 11 CLINIC","MC","65882139","521139","A","139","01","18","TAMPINES ST 11","","CDMP,CHAS,ISP","40374.30094142","36477.41323777","51650FEB863BD306","20200902122251",103.9445593,1.3465107,"139 Tampines St 11, #01-18, Singapore 521139"
"943","9401556","STREET 21 CLINIC TAMPINES PTE. LTD.","MC","67857888","522201","A","201B","02","1097","TAMPINES ST 21","","CDMP,CHAS,ISP","41320.29635318","37283.81809632","D0BA3F55458E0BB6","20200902122251",103.9529814,1.3533405,"201b Tampines St 21, #02-1097, Singapore 522201"
"944","18C0180","SUMMIT MEDICAL CLINIC","MC","64560060","560632","A","632","01","956","ANG MO KIO AVE 4","","CDMP,CHAS,ISP","28902.96315156","40210.81384534","7A8BA0D6C8001B18","20200902122251",103.8414166,1.3799826,"632 Ang Mo Kio Ave 4, #01-956, Singapore 560632"
"945","18M0291","Platinum Medical Centre @Dorm","MC","65656338","608596","B","28","01","01","TOH GUAN ROAD EAST","(MEZZANINE FLOOR)","CHAS","18935.85979557","35408.97072583","38F5B450F248F6E6","20200902122251",103.751808,1.336426,"28 Toh Guan Road East, #01-01, Singapore 608596"
"946","15M0413","Platinum Medical Centre pte ltd","MC","62571134","760504","","504","01","02","YISHUN STREET 51","MULTI STOREY CAR PARK","CDMP,CHAS,ISP","29253.46976275","44465.13480666","CAE7A73BA8BA2FB6","20200902122251",103.8445869,1.4182345,"504 Yishun Street 51, #01-02, Singapore 760504"
"947","18M0137","Potong Pasir Medical Clinic","MC","62624384","350148","A","148","01","55","POTONG PASIR AVENUE 1","","CDMP,CHAS,ISP","31834.55914981","34950.51916217","F53F21ECD7107FF9","20200902122251",103.8680478,1.3326694,"148 Potong Pasir Avenue 1, #01-55, Singapore 350148"
"948","9405418","Pristine Medical Clinic","MC","65693455","640463","","463","01","582","JURONG WEST STREET 41","","CDMP,CHAS,ISP","15749.60668909","36965.7347309","9CED9E089659FD6E","20200902122251",103.7232506,1.3505904,"463 Jurong West Street 41, #01-582, Singapore 640463"
"949","9405514","Prive Clinic","MD","67376639","238871","B","390","03","02/03","ORCHARD ROAD","PALAIS RENAISSANCE","CDMP,CHAS","27584.82611867","32108.77237205","F07B2628B8FB238A","20200902122251",103.8295057,1.3066492,"390 Orchard Road, #03-02/03, Singapore 238871"
"950","9405440","ProHealth Medical Group @Fernvale","MC","68864780","797653","B","33","B1","18","SENGKANG WEST AVENUE","THE SELETAR MALL","CDMP,CHAS","32763.85014565","41487.25875862","B4F06A69E8A13D88","20200902122251",103.8761588,1.3912449,"33 Sengkang West Avenue, #B1-18, Singapore 797653"
"951","15M0397","ProHealth Medical Group @Hougang","MC","63847662","537476","B","476D","02","04","UPPER SERANGOON VIEW","HOUGANG CAPEVIEW","CDMP,CHAS","35824.0950026","39988.47764683","CB0CB85BCC328544","20200902122251",103.9037958,1.3773773,"476d Upper Serangoon View, #02-04, Singapore 537476"
"952","12C0126","ProHealth Medical Group @Punggol Damai","MC","65091580","820612","A","612","01","05","PUNGGOL DRIVE","DAMAI GROVE","CDMP,CHAS","36385.09080241","42940.2918107","25720787396AD0D7","20200902122251",103.9086895,1.4046089,"612 Punggol Drive, #01-05, Singapore 820612"
"953","9405560","ProHealth Medical Group @Taman Jurong Pte Ltd","MC","62682628","610399","B","399","01","56","YUNG SHENG ROAD","Taman Jurong Shopping Centre","CDMP,CHAS","15440.24410487","35226.16893318","AB6817C7BAF13876","20200902122251",103.72059,1.3345709,"399 Yung Sheng Road, #01-56, Singapore 610399"
"954","19M0028","Procross Medical Center","MC","69696546","347697","B","51","01","29","UPPER SERANGOON ROAD","THE POIZ CENTRE","CHAS","31883.50169252","34855.72631451","AB81595D790BB069","20200902122251",103.8681859,1.3312349,"51 Upper Serangoon Road, #01-29, Singapore 347697"
"955","15M0113","Procross Medical Clinic","MC","62199648","731689","A","689A","01","86","WOODLANDS DRIVE 75","","CDMP,CHAS","25174.13745892","47338.43112692","B4BADDA44FF4BDFE","20200902122251",103.8079963,1.4445088,"689a Woodlands Drive 75, #01-86, Singapore 731689"
"956","13C0103","Prohealth Medical Group @Punggol Spectra Pte. Ltd.","MD","64447701","824622","A","622D","01","02","PUNGGOL CENTRAL","","CDMP,CHAS","36593.35823021","42489.27612206","6F7DBA44B32B7791","20200902122251",103.9104567,1.40053,"622d Punggol Central, #01-02, Singapore 824622"
"957","17M0188","Providence Clinic @ Hillford","MC","63140970","596152","B","182","01","65","JALAN JURONG KECHIL","THE HILLFORD","CHAS","20902.57848739","36243.0963054","3E07CC20C4CEBBB1","20200902122251",103.7698992,1.3437146,"182 Jalan Jurong Kechil, #01-65, Singapore 596152"
"958","13C0083","Providence Clinic @ Redhill","MD","64710301","150086","A","86","01","598","REDHILL CLOSE","","CDMP,CHAS","26370.13594346","29926.60617213","50C48A41FC9EABA7","20200902122251",103.8188638,1.2869242,"86 Redhill Close, #01-598, Singapore 150086"
"959","9404157","Providence Medical Centre Pte. Ltd.","MD","62262232","048424","B","8","01","02/03","CROSS STREET","PWC BUILDING","CHAS","29747.85384222","29427.62662577","F5CBD90171D9ADD6","20200902122251",103.8490256,1.2824439,"8 Cross Street, #01-02/03, Singapore 048424"
"960","12C0139","Providence Orthopaedics","MD","66842330","329563","B","38","08","54","IRRAWADDY ROAD","Mount Elizabeth Novena Specialist Centre","CDMP,CHAS","29212.37210634","33821.04952423","054CD290A8014C4C","20200902122251",103.8440388,1.322236,"38 Irrawaddy Road, #08-54, Singapore 329563"
"961","13M0343","Prudence Family Clinic","MC","62515512","570512","A","512","01","524","BISHAN STREET 13","","CDMP,CHAS","29843.29045962","36859.90463271","747E160974C7D5F5","20200902122251",103.8499315,1.3496786,"512 Bishan Street 13, #01-524, Singapore 570512"
"962","13M0329","Punggol Ripples Family Clinic","MC","65383707","824211","A","211D","01","667","PUNGGOL WALK","","CDMP,CHAS","35331.54770546","42533.96316786","7630AABF9F1393CB","20200902122251",103.8992195,1.4009644,"211d Punggol Walk, #01-667, Singapore 824211"
"963","13M0341","Q & M MEDICAL & AESTHETIC CLINIC (FARRER PARK)","MC","65099558","208539","B","180","B1","13/14","KITCHENER ROAD","CITY SQUARE MALL","CDMP,CHAS","30593.67487989","32635.8044068","04CFF063912E8CB9","20200902122251",103.8565897,1.3113982,"180 Kitchener Road, #B1-13/14, Singapore 208539"
"964","13C0125","Q & M MEDICAL & AESTHETIC CLINIC (TAMPINES CENTRAL) PTE. LTD.","MD","67813323","529536","B","10","04","18/19","TAMPINES CENTRAL 1","TAMPINES ONE","CDMP,CHAS","40436.86220018","37372.59230676","0C2C28D468758ECF","20200902122251",103.9450352,1.354212,"10 Tampines Central 1, #04-18/19, Singapore 529536"
"965","19M0295","Q & M MEDICAL CLINIC (BUANGKOK MRT) PTE. LTD.","MC","62429133","545061","B","10","01","02","SENGKANG CENTRAL","BUANGKOK MRT STATION","CHAS","34655.4250568","40536.3401685","EA5A897BAFA436A2","20200902122251",103.8933522,1.3829163,"10 Sengkang Central, #01-02, Singapore 545061"
"966","17M0149","Q & M MUTUAL HEALTHCARE MEDICAL CLINIC","MC","63846605","828868","B","70","01","07","PUNGGOL CENTRAL","PUNGGOL MRT STATION","CDMP,CHAS,ISP","35651.38280017","42933.24826928","D2ED58E3CF728718","20200902122251",103.9020174,1.4052267,"70 Punggol Central, #01-07, Singapore 828868"
"967","16C0034","Q & M Medical Clinic (Bukit Batok)","MC","65653866","650151","","151","01","252","BT BATOK ST 11","","CDMP,CHAS","18083.36935903","36763.29210415","83E46CF3D18B9988","20200902122251",103.7442612,1.3487581,"151 Bt Batok St 11, #01-252, Singapore 650151"
"968","13M0353","Q & M Medical Family Clinic","MC","64882336","550261","A","261","01","29","SERANGOON CENTRAL DRIVE","","CDMP,CHAS,ISP","32363.16751088","37349.80275485","8C5D0870CCFFDC58","20200902122251",103.872293,1.3539372,"261 Serangoon Central Drive, #01-29, Singapore 550261"
"969","17M0244","iDOC Clinic","MC","69093485","538719","B","21","01","43","HOUGANG STREET 51","HOUGANG GREEN SHOPPING MALL","CHAS","34066.66271026","40135.52169102","E81D5CB4586688D7","20200902122251",103.8878925,1.3792668,"21 Hougang Street 51, #01-43, Singapore 538719"
"970","13C0197","iPCARE Clinic","MD","62485749","547530","B","5","","","LORONG NAPIRI","BRIGHT VISION HOSPITAL (LEVEL 2)","CDMP,CHAS","32975.96333266","39338.44369977","78FBD9F72D65097A","20200902122251",103.8780714,1.3721361,"5 Lorong Napiri, Singapore 547530"
"971","17M0122","my clinic","MC","66108335","598332","B","9","01","50","KING ALBERT PARK","KAP","CHAS","21989.84108678","35446.79816875","230FCA6D83D674C5","20200902122251",103.7794324,1.3370239,"9 King Albert Park, #01-50, Singapore 598332"
"972","18M0151","saudara clinic by A+J general physicians","MC","62444485","419741","B","228","01","01","CHANGI ROAD","ICON@CHANGI","CHAS","35942.98458557","33279.59924464","B7C09261E22F40E0","20200902122251",103.9047007,1.3172785,"228 Changi Road, #01-01, Singapore 419741"
"973","14M0218","St. Luke's Community Clinic","MC","65632281","659674","B","2","","","BUKIT BATOK STREET 11","BLOCK C LEVEL 1 ST LUKE'S HOSPITAL","CDMP,CHAS,ISP","17857.55276614","36857.66262262","8D433E08B71C452C","20200902122251",103.742008,1.349345,"2 Bukit Batok Street 11, Singapore 659674"
"974","15M0368","Standard Clinic & Surgery","MC","64441950","820261","","261","01","05","PUNGGOL WAY","MULTI STOREY CAR PARK","CDMP,CHAS","35067.26837494","43029.10034503","D38ACAD511C5AA67","20200902122251",103.8969087,1.4054135,"261 Punggol Way, #01-05, Singapore 820261"
"975","9402370","Sunshine Clinic Family Practice & Surgery","MC","67833122","520445","","445","01","02","TAMPINES STREET 42","","CDMP,CHAS","41058.57303282","37820.01333939","88BC11D3E063E9CA","20200902122251",103.9505196,1.3581696,"445 Tampines Street 42, #01-02, Singapore 520445"
"976","19M0114","Sunway Medical Centre","MC","64381290","329565","B","101","09","01","IRRAWADDY ROAD","Royal Square","CHAS","29105.57658054","33637.04367118","FA8D0E6B87A71D1D","20200902122251",103.8432372,1.3206053,"101 Irrawaddy Road, #09-01, Singapore 329565"
"977","13C0010","Swiss Clinic","MC","64673218","268802","","1","01","01","FIFTH AVENUE","GUTHRIE HOUSE","CDMP,CHAS","23812.58956923","34780.57533007","D78CC27929D20DB1","20200902122251",103.7956357,1.3308419,"1 Fifth Avenue, #01-01, Singapore 268802"
"978","20M0013","T MEDICAL CLINIC (CITY GATE)","MC","69097550","199597","B","371","02","01","BEACH ROAD","CITY GATE","CHAS","31228.8929516","31629.01293482","048113B4DEF9814C","20200902122251",103.8623895,1.3022946,"371 Beach Road, #02-01, Singapore 199597"
